Alert_ID,Timestamp,Sensor_ID,Asset_ID,Network_Element_ID,Zone_ID,Parameter,Value,Unit,Quality_Status,Alarm_Status,Latitude,Longitude,Alert_Message,Recommended_Action
ALT-00944,2026-08-06 15:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.48,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00945,2026-08-06 16:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.19,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00946,2026-08-06 16:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.142,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-00947,2026-08-06 17:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.157,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-00948,2026-08-06 17:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.38,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00949,2026-08-06 18:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.1,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00950,2026-08-06 18:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.235,mg/L,Valid,Warning,28.712,77.245,Warning Chlorine alert for WQS-005 in DMA-05,Monitor and verify
ALT-00951,2026-08-06 19:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.16,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-00952,2026-08-06 19:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.38,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00953,2026-08-06 20:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.36,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00954,2026-08-06 20:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.195,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-00955,2026-08-06 21:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.159,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-00956,2026-08-06 21:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.43,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00957,2026-08-06 22:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.175,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-00958,2026-08-06 22:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.49,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00959,2026-08-06 23:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.172,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-00960,2026-08-06 23:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.22,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00961,2026-08-07 00:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.31,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00962,2026-08-07 00:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.12,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-00963,2026-08-07 00:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,23.67,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-00964,2026-08-07 01:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.173,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-00965,2026-08-07 01:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.4,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00966,2026-08-07 02:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.04,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00967,2026-08-07 02:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.182,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-00968,2026-08-07 03:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.19,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-00969,2026-08-07 03:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.58,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00970,2026-08-07 04:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.25,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00971,2026-08-07 04:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.158,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-00972,2026-08-07 05:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.209,mg/L,Valid,Warning,28.712,77.245,Warning Chlorine alert for WQS-005 in DMA-05,Monitor and verify
ALT-00973,2026-08-07 05:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.06,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00974,2026-08-07 06:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.168,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-00975,2026-08-07 06:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.29,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00976,2026-08-07 07:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.41,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00977,2026-08-07 07:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.155,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-00978,2026-08-07 08:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,22.94,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-00979,2026-08-07 08:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.2,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00980,2026-08-07 08:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.109,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-00981,2026-08-07 09:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.281,mg/L,Valid,Warning,28.712,77.245,Warning Chlorine alert for WQS-005 in DMA-05,Monitor and verify
ALT-00982,2026-08-07 09:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.03,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00983,2026-08-07 10:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.48,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00984,2026-08-07 10:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.206,mg/L,Valid,Warning,28.712,77.245,Warning Chlorine alert for WQS-005 in DMA-05,Monitor and verify
ALT-00985,2026-08-07 11:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.087,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-00986,2026-08-07 11:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.38,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00987,2026-08-07 12:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.23,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00988,2026-08-07 12:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.202,mg/L,Valid,Warning,28.712,77.245,Warning Chlorine alert for WQS-005 in DMA-05,Monitor and verify
ALT-00989,2026-08-07 13:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.18,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-00990,2026-08-07 13:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.48,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00991,2026-08-07 14:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.204,mg/L,Valid,Warning,28.712,77.245,Warning Chlorine alert for WQS-005 in DMA-05,Monitor and verify
ALT-00992,2026-08-07 14:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.48,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00993,2026-08-07 15:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.209,mg/L,Valid,Warning,28.712,77.245,Warning Chlorine alert for WQS-005 in DMA-05,Monitor and verify
ALT-00994,2026-08-07 15:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.2,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00995,2026-08-07 16:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.149,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-00996,2026-08-07 16:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.44,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00997,2026-08-07 17:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.133,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-00998,2026-08-07 17:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.47,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-00999,2026-08-07 18:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,22.41,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01000,2026-08-07 18:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.36,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01001,2026-08-07 18:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.192,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01002,2026-08-07 19:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.37,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01003,2026-08-07 19:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.273,mg/L,Valid,Warning,28.712,77.245,Warning Chlorine alert for WQS-005 in DMA-05,Monitor and verify
ALT-01004,2026-08-07 20:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.092,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01005,2026-08-07 20:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.34,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01006,2026-08-07 21:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.129,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01007,2026-08-07 21:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.31,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01008,2026-08-07 22:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.39,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01009,2026-08-07 22:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.238,mg/L,Valid,Warning,28.712,77.245,Warning Chlorine alert for WQS-005 in DMA-05,Monitor and verify
ALT-01010,2026-08-07 23:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.32,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01011,2026-08-07 23:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,23.22,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01012,2026-08-07 23:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.181,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01013,2026-08-08 00:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.33,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01014,2026-08-08 00:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.156,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01015,2026-08-08 01:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.14,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01016,2026-08-08 01:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,23.4,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01017,2026-08-08 01:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.39,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01018,2026-08-08 02:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.33,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01019,2026-08-08 02:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.195,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01020,2026-08-08 02:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,23.84,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01021,2026-08-08 03:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.16,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01022,2026-08-08 03:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.36,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01023,2026-08-08 04:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.33,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01024,2026-08-08 04:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.152,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01025,2026-08-08 05:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.24,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01026,2026-08-08 05:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.223,mg/L,Valid,Warning,28.712,77.245,Warning Chlorine alert for WQS-005 in DMA-05,Monitor and verify
ALT-01027,2026-08-08 06:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.35,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01028,2026-08-08 06:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.172,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01029,2026-08-08 07:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.06,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01030,2026-08-08 07:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.21,mg/L,Valid,Warning,28.712,77.245,Warning Chlorine alert for WQS-005 in DMA-05,Monitor and verify
ALT-01031,2026-08-08 08:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.066,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01032,2026-08-08 08:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.43,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01033,2026-08-08 09:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.076,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01034,2026-08-08 09:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.42,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01035,2026-08-08 10:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.34,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01036,2026-08-08 10:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.186,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01037,2026-08-08 11:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,23.99,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01038,2026-08-08 11:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.2,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01039,2026-08-08 11:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.176,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01040,2026-08-08 12:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.172,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01041,2026-08-08 12:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,22.2,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01042,2026-08-08 12:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.14,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01043,2026-08-08 13:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.191,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01044,2026-08-08 13:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.3,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01045,2026-08-08 13:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,23.86,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01046,2026-08-08 14:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.177,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01047,2026-08-08 14:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,23.68,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01048,2026-08-08 14:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.3,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01049,2026-08-08 15:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.27,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01050,2026-08-08 15:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.138,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01051,2026-08-08 15:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,23.41,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01052,2026-08-08 16:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.33,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01053,2026-08-08 16:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.089,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01054,2026-08-08 17:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.146,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01055,2026-08-08 17:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.48,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01056,2026-08-08 18:00:00,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,4.41,NTU,Valid,Critical,28.712,77.245,Critical Turbidity alert for WQS-005 in DMA-05,Immediate inspection
ALT-01057,2026-08-08 18:00:00,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,0.174,mg/L,Valid,Critical,28.712,77.245,Critical Chlorine alert for WQS-005 in DMA-05,Immediate inspection
ALT-01058,2026-08-08 19:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,23.63,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01059,2026-08-09 06:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,22.73,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01060,2026-08-09 11:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,22.89,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01061,2026-08-09 13:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,23.43,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01062,2026-08-09 15:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,23.01,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01063,2026-08-09 17:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,23.7,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01064,2026-08-09 18:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,23.59,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01065,2026-08-10 07:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,23.59,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01066,2026-08-10 14:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,23.67,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01067,2026-08-10 15:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,23.35,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01068,2026-08-11 03:00:00,PMP-004,PUMP-004,PUMP-004,DMA-04,Pump_Status,0,status,Valid,Warning,28.707,77.238,Warning Pump_Status alert for PUMP-004 in DMA-04,Monitor and verify
ALT-01069,2026-08-11 06:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,22.97,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01070,2026-08-11 08:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,22.14,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01071,2026-08-11 13:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,23.76,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01072,2026-08-11 17:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,22.67,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01073,2026-08-11 23:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,23.81,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
ALT-01074,2026-08-12 04:00:00,PT-004,PIPE-004,PIPE-004,DMA-04,Pressure,23.97,mH2O,Valid,Warning,28.704,77.237,Warning Pressure alert for PIPE-004 in DMA-04,Monitor and verify
